date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:24:20	291/291	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:20%20GMT	http://www.blogger.com/post-edit.g?blogID=8182335901919555726&postID=2935746605022142446&from=pencil	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/post-editd183.g	(from http://www.weddingstoryz.com/)
18:24:20	74507/74507	---M--	200	added ('OK')	image/jpeg	etag:%22v51b%22	http://2.bp.blogspot.com/-kaU7e6GbmoM/VBkoM8FwkXI/AAAAAAAABRo/sauX4fmWYFE/s1600/10464291_678151435599587_1922790249978356211_n.jpg	D:/My%20Web%20Sites/wedding%20storyz/2.bp.blogspot.com/-kaU7e6GbmoM/VBkoM8FwkXI/AAAAAAAABRo/sauX4fmWYFE/s1600/10464291_678151435599587_1922790249978356211_n.jpg	(from http://www.weddingstoryz.com/)
18:24:20	94844/94844	---M-Z	200	added ('OK')	text/html	etag:%22a52f51f9-c301-498f-8530-08e552c0c400%22	http://www.weddingstoryz.com/2014/08/lehenga-shaadi-and-love-in-australia.html	D:/My%20Web%20Sites/wedding%20storyz/www.weddingstoryz.com/2014/08/lehenga-shaadi-and-love-in-australia.html	(from http://www.weddingstoryz.com/)
18:24:21	293/293	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:22%20GMT	http://www.blogger.com/share-post.g?blogID=8182335901919555726&postID=1588807261618836343&target=email	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/share-postdcf0.g	(from http://www.weddingstoryz.com/)
18:24:22	292/292	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:22%20GMT	http://www.blogger.com/share-post.g?blogID=8182335901919555726&postID=1588807261618836343&target=blog	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/share-post2b8c.g	(from http://www.weddingstoryz.com/)
18:24:22	295/295	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:23%20GMT	http://www.blogger.com/share-post.g?blogID=8182335901919555726&postID=1588807261618836343&target=twitter	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/share-posta8f0.g	(from http://www.weddingstoryz.com/)
18:24:23	296/296	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:23%20GMT	http://www.blogger.com/share-post.g?blogID=8182335901919555726&postID=1588807261618836343&target=facebook	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/share-post2168.g	(from http://www.weddingstoryz.com/)
18:24:23	297/297	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:24%20GMT	http://www.blogger.com/share-post.g?blogID=8182335901919555726&postID=1588807261618836343&target=pinterest	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/share-post6c3a.g	(from http://www.weddingstoryz.com/)
18:24:23	291/291	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2029%20Jan%202015%2012:54:24%20GMT	http://www.blogger.com/post-edit.g?blogID=8182335901919555726&postID=1588807261618836343&from=pencil	D:/My%20Web%20Sites/wedding%20storyz/www.blogger.com/post-editfdf0.g	(from http://www.weddingstoryz.com/)
18:24:25	84588/84588	---M-Z	200	added ('OK')	text/html	etag:%22a52f51f9-c301-498f-8530-08e552c0c400%22	http://www.weddingstoryz.com/2014/08/wedding-reels-candid-photographers.html	D:/My%20Web%20Sites/wedding%20storyz/www.weddingstoryz.com/2014/08/wedding-reels-candid-photographers.html	(from http://www.weddingstoryz.com/)
18:24:25	87976/87976	---M-Z	200	added ('OK')	text/html	etag:%22a52f51f9-c301-498f-8530-08e552c0c400%22	http://www.weddingstoryz.com/2014/08/maharashtrian-weddings.html	D:/My%20Web%20Sites/wedding%20storyz/www.weddingstoryz.com/2014/08/maharashtrian-weddings.html	(from http://www.weddingstoryz.com/)
